,Drug,Gene
12840,DB01064,154
12841,DB00313,3066
12842,DB04665,1548
12843,DB00497,1565
12844,DB04799,7381
12845,DB01097,1723
12846,DB06594,4544
12847,DB08691,1195
12848,DB00316,1576
12849,DB00926,1588
12850,DB06292,7363
12851,DB00705,1559
12852,DB03085,2539
12853,DB00363,1576
12854,DB00921,1544
12855,DB07125,1613
12856,DB00497,4986
12857,DB03721,6403
12858,DB04216,9262
12859,DB00247,3356
12860,DB08595,10499
12861,DB07534,1017
12863,DB01054,775
12864,DB00028,2213
12865,DB00421,8911
12866,DB00122,1119
12867,DB08170,4316
12868,DB01211,5243
12869,DB00937,6531
12870,DB01238,152
12871,DB00767,3269
12872,DB04077,1787
12873,DB07425,7068
12874,DB06738,1557
12875,DB00444,1576
12876,DB01016,1080
12877,DB01124,1558
12878,DB06779,6403
12879,DB08629,506
12880,DB01259,1576
12881,DB03328,7498
12882,DB00272,3274
12883,DB00109,1557
12884,DB01016,10060
12885,DB00324,2908
12886,DB00157,4704
12887,DB02854,6822
12888,DB03976,1504
12889,DB00568,1543
12890,DB00540,153
12891,DB01018,1557
12892,DB00334,3358
12893,DB08896,2444
12894,DB09033,3695
12895,DB00316,7366
12896,DB04893,2339
12897,DB01050,54658
12898,DB00334,2562
12899,DB02635,587
12900,DB05812,6822
12901,DB00320,3351
12902,DB01115,1555
12903,DB00796,1559
12904,DB01558,55879
12905,DB05739,186
12906,DB00313,54576
12907,DB07313,10988
12908,DB08557,3320
12909,DB00210,6258
12910,DB01404,3569
12911,DB00481,1555
12912,DB08521,5594
12913,DB01403,1815
12914,DB03461,8644
12915,DB07493,1017
12916,DB03250,5837
12917,DB00747,1129
12918,DB00170,2677
12919,DB02435,5644
12920,DB01388,1576
12921,DB00463,2559
12922,DB03317,54205
12923,DB00216,1565
12924,DB00078,715
12925,DB03591,6714
12926,DB00829,1571
12927,DB02679,760
12928,DB05075,2321
12929,DB02343,43
12930,DB00333,1565
12931,DB01776,3630
12932,DB00934,1133
12933,DB01589,2569
12934,DB00050,2798
12935,DB08764,5979
12936,DB07174,5972
12937,DB00682,79001
12938,DB01381,2741
12939,DB00661,1557
12940,DB00733,590
12941,DB01929,200895
12942,DB05262,7498
12943,DB01365,146
12944,DB04716,7297
12945,DB00472,1576
12946,DB00142,2891
12947,DB00246,3350
12948,DB01309,1544
12949,DB00030,4856
12950,DB01782,7272
12951,DB04083,4953
12952,DB04315,7053
12953,DB03495,279
12954,DB05095,5743
12955,DB04700,373156
12956,DB00490,1813
12957,DB06941,6285
12958,DB02078,10105
12959,DB02076,2821
12960,DB06016,3357
12961,DB05486,729230
12962,DB00745,1577
12963,DB04285,5770
12964,DB00349,1557
12965,DB00071,3490
12966,DB00081,715
12967,DB07574,347733
12968,DB01021,6557
12969,DB00690,2562
12970,DB00653,779
12971,DB08192,6714
12972,DB02045,5644
12973,DB00482,5170
12974,DB05442,3553
12975,DB02873,1432
12976,DB08765,760
12977,DB00377,1565
12978,DB08896,5894
12979,DB00883,4881
12980,DB08526,1512
12981,DB03120,4069
12982,DB02069,760
12983,DB00420,146
12984,DB00794,2898
12985,DB00617,1571
12986,DB06216,1814
12987,DB00175,1577
12988,DB00469,1559
12989,DB00313,54659
12990,DB01186,1565
12991,DB08766,51056
12992,DB09330,1544
12993,DB01162,81033
12994,DB00533,1544
12995,DB02165,2944
12996,DB07926,4312
12997,DB07995,5569
12998,DB00316,1565
12999,DB00734,1576
13000,DB00220,1544
13001,DB00993,2939
13002,DB08901,5979
13003,DB06741,116444
13004,DB08700,4233
13005,DB04194,4069
13006,DB00866,1565
13007,DB07878,1520
13008,DB00277,136
13009,DB05882,2100
13010,DB06730,100861540
13011,DB06730,1551
13012,DB07010,5594
13013,DB02152,5604
13014,DB01689,231
13015,DB08152,2147
13016,DB01307,1544
13017,DB03666,1841
13018,DB00142,2729
13019,DB00157,4522
13020,DB04071,126
13021,DB00682,1543
13022,DB03221,760
13023,DB00169,1573
13024,DB01392,1813
13025,DB01035,6331
13026,DB01403,1565
13027,DB04847,112398
13028,DB00476,1565
13029,DB03292,5723
13030,DB00232,762
13031,DB03714,5770
13032,DB00157,219
13033,DB00774,3778
13034,DB06770,1571
13035,DB02352,4048
13036,DB01045,100861540
13037,DB01045,1551
13038,DB01247,4129
13039,DB05767,3569
13040,DB04510,5230
13041,DB01156,1558
13042,DB01159,2558
13043,DB00624,1577
13044,DB01026,1555
13045,DB01151,3269
13046,DB01104,4128
13047,DB08378,140465
13048,DB05740,55584
13049,DB03496,983
13050,DB04272,6035
13051,DB00530,1956
13052,DB01393,5465
13053,DB01085,1576
13054,DB00215,1571
13055,DB01176,3269
13056,DB01435,1562
13057,DB01835,4843
13058,DB00546,2566
13059,DB02701,142
13060,DB05092,3676
13061,DB02132,231
13062,DB01021,760
13063,DB01363,6530
13064,DB00073,713
13065,DB00898,1136
13066,DB01174,2905
13067,DB00131,3094
13068,DB01769,1017
13069,DB08910,1576
13070,DB00721,4129
13071,DB00786,10893
13072,DB00489,153
13073,DB00622,783
13074,DB00594,6338
13075,DB00371,2568
13076,DB02651,5770
13077,DB00219,1128
13078,DB07858,5566
13079,DB00309,1576
13080,DB07272,5599
13081,DB03884,54363
13082,DB06148,3269
13083,DB07713,4317
13085,DB04334,8639
13086,DB00736,1576
13087,DB00342,1133
13088,DB05280,1815
13089,DB03896,10914
13090,DB00659,2560
13091,DB05147,81027
13092,DB00818,2563
13093,DB01259,1558
13094,DB02494,6138
13095,DB02235,351
13096,DB00763,7173
13097,DB02538,1017
13098,DB04351,50
13099,DB04288,1017
13100,DB00675,2100
13101,DB00035,5742
13102,DB00321,4915
13103,DB02919,1719
13104,DB02342,1545
13105,DB00012,2057
13106,DB03673,5053
13107,DB00002,1956
13108,DB00270,8912
13109,DB07609,1548
13110,DB07160,1508
13111,DB00381,779
13112,DB00661,1559
13113,DB01236,513
13114,DB00216,3354
13115,DB00370,1813
13116,DB04043,3934
13117,DB06168,3553
13118,DB00259,1576
13119,DB00767,1128
13120,DB01708,2555
13121,DB02697,4322
13122,DB05087,2554
13123,DB01437,2557
13124,DB06216,1815
13125,DB07676,814
13126,DB08148,5566
13127,DB00434,3358
13128,DB01320,6331
13129,DB00370,3269
13130,DB02090,4314
13131,DB00697,150
13132,DB01338,590
13133,DB02363,6035
13134,DB01381,6530
13135,DB03147,35
13136,DB00169,1543
13137,DB00624,4128
13138,DB00130,5188
13139,DB02901,3292
13140,DB00514,10857
13141,DB00898,2568
13142,DB01454,3357
13143,DB07747,5409
13144,DB00157,4724
13145,DB04959,3855
13146,DB06412,4879
13147,DB01186,3356
13148,DB01601,1544
13149,DB00157,128
13150,DB00266,1429
13151,DB07260,4048
13152,DB07589,1520
13153,DB00583,6584
13154,DB09054,1557
13155,DB00396,2099
13156,DB01356,3612
13157,DB00270,783
13158,DB00604,1558
13159,DB01901,2246
13160,DB01364,148
13161,DB03880,11096
13162,DB06207,1576
13163,DB00075,2209
13164,DB00334,55879
13165,DB01224,3269
13166,DB02824,6470
13167,DB00499,196
13168,DB00385,7153
13169,DB04932,135
13170,DB01708,3292
13171,DB01325,6558
13172,DB00585,3274
13173,DB01151,1562
13174,DB04272,4191
13175,DB03793,1610
13176,DB00184,1558
13177,DB00503,1557
13178,DB00641,54659
13179,DB03024,5972
13180,DB08231,375
13181,DB04440,100
13182,DB08888,2335
13183,DB00148,6535
13184,DB09030,2149
13185,DB00715,6530
13186,DB05488,7155
13187,DB08342,126003
13188,DB08028,4317
13189,DB06708,1565
13190,DB04315,9367
13191,DB08008,1723
13192,DB08527,890
13193,DB04960,100529261
13194,DB04960,2342
13195,DB09048,1565
13196,DB00484,150
13197,DB00414,873
13198,DB05848,3593
13199,DB08808,154
13200,DB00413,152
13201,DB01215,2570
13202,DB06096,4842
13203,DB02557,4311
13204,DB04363,645
13205,DB01622,1812
13206,DB00741,2908
13207,DB07688,1017
13208,DB01054,776
13209,DB03910,4846
13210,DB00497,5004
13211,DB08330,10975
13212,DB07852,1017
13213,DB05434,7422
13214,DB00818,6329
13215,DB08588,1803
13216,DB00790,1636
13217,DB01565,4988
13218,DB06684,1565
13219,DB01032,1557
13220,DB00421,779
13221,DB07907,54363
13222,DB03759,2891
13223,DB03975,760
13224,DB00511,476
13225,DB00909,6323
13226,DB11362,5739
13227,DB07755,1017
13228,DB00641,54658
13229,DB01418,1544
13230,DB00583,7498
13231,DB06292,54600
13232,DB01354,2559
13233,DB03565,5319
13234,DB00686,2247
13235,DB05476,5329
13236,DB06480,3360
13237,DB00142,2904
13238,DB08047,2099
13239,DB01125,2677
13240,DB04861,1565
13241,DB00786,4326
13242,DB07237,4048
13243,DB06684,1562
13244,DB03984,1520
13245,DB00653,786
13246,DB04424,5644
13247,DB00368,152
13248,DB00151,2730
13249,DB01012,1576
13250,DB02541,5646
13251,DB00125,84889
13252,DB05507,834
13253,DB00661,783
13254,DB00753,2561
13255,DB00393,196
13256,DB00241,2554
13257,DB00171,238
13258,DB01671,760
13259,DB00170,2147
13260,DB00972,1557
13261,DB02580,5217
13262,DB00189,2561
13263,DB03247,51179
13264,DB06626,1544
13265,DB00673,1544
13266,DB01156,6531
13267,DB00145,2743
13268,DB00133,10993
13269,DB01191,1571
13270,DB01068,2568
13271,DB08439,4057
13272,DB00448,1562
13273,DB05688,6530
13274,DB01259,1577
13275,DB04447,7167
13276,DB02656,5292
13277,DB00812,1559
13278,DB00201,8654
13279,DB00421,5241
13280,DB00836,5443
13281,DB07374,6122
13282,DB08150,5569
13283,DB00778,1555
13284,DB04299,2805
13285,DB00032,2492
13286,DB01065,4543
13287,DB00909,759
13288,DB02868,801
13289,DB02868,805
13290,DB02868,808
13291,DB00269,2099
13292,DB01126,6715
13293,DB03940,3945
13294,DB05449,5243
13295,DB06148,3358
13296,DB04235,18
13297,DB05303,3554
13298,DB00202,57053
13299,DB01409,1565
13300,DB00454,1128
13301,DB00801,2562
13302,DB01752,3176
13303,DB00151,51380
13304,DB00030,3480
13305,DB00328,5320
13306,DB01127,1571
13307,DB04905,1543
13308,DB00244,4353
13309,DB07947,2932
13310,DB01157,1719
13311,DB01123,2147
13312,DB01045,6579
13313,DB03382,6647
13314,DB02052,1020
13315,DB00104,4353
13316,DB00321,3358
13317,DB00897,200959
13318,DB00982,5914
13319,DB08846,1543
13320,DB00659,2566
13321,DB00363,1559
13322,DB00675,1557
13323,DB00899,4986
13324,DB00627,338442
13325,DB07593,1513
13326,DB00659,2906
13327,DB04377,3156
13328,DB00308,81033
13329,DB01234,2908
13330,DB07120,2147
13331,DB00162,9227
13332,DB01589,2568
13333,DB04530,8724
13334,DB05744,3569
13335,DB00142,116443
13336,DB00761,10723
13337,DB04908,3350
13338,DB01769,5550
13339,DB04315,382
13340,DB01347,185
13341,DB00564,100861540
13342,DB00564,1551
13343,DB01588,2556
13344,DB04276,823
13345,DB00128,159
13346,DB03740,43
13347,DB08070,5566
13348,DB00098,3685
13349,DB01866,6714
13350,DB01068,2555
13351,DB07876,6093
13352,DB00130,27165
13353,DB00204,1576
13354,DB02311,2280
13355,DB01429,6331
13356,DB03994,306
13357,DB07947,5566
13358,DB01059,1544
13359,DB01142,148
13360,DB01184,1577
13361,DB04012,2280
13362,DB03147,56605
13363,DB07550,2147
13364,DB00819,760
13365,DB03948,3614
13366,DB00202,590
13367,DB00151,1036
13368,DB00602,8001
13369,DB05458,1141
13370,DB00795,23657
13371,DB07210,1017
13372,DB01235,1565
13373,DB00987,1576
13374,DB00181,9568
13375,DB01873,51807
13376,DB04930,1576
13377,DB01095,1543
13378,DB06951,1990
13379,DB07789,5347
13380,DB00356,1565
13381,DB01120,1557
13382,DB01917,262
13383,DB00228,2554
13384,DB08231,8648
13385,DB00238,1548
13386,DB00122,162466
13387,DB00321,3363
13388,DB06080,2321
13389,DB01242,1565
13390,DB00887,6557
13391,DB03088,279
13392,DB01007,1557
13393,DB02010,5292
13394,DB00203,1565
13395,DB03882,2100
13396,DB02266,5742
13397,DB06678,152
13398,DB00233,1147
13399,DB02621,2934
13400,DB00114,586
13401,DB09068,1576
13402,DB00346,147
13403,DB00642,1633
13404,DB01028,3736
13405,DB01068,2561
13406,DB00248,151
13407,DB01200,147
13408,DB01437,2568
13409,DB05492,147
13410,DB08815,3356
13411,DB01235,1815
13412,DB09079,2261
13413,DB01559,1555
13414,DB05930,4352
13415,DB02723,2147
13416,DB01200,3357
13417,DB01407,153
13418,DB00697,1544
13419,DB01169,1576
13420,DB00292,1588
13421,DB07760,7374
13422,DB01049,150
13423,DB00622,781
13424,DB06695,1066
13425,DB00898,1137
13426,DB00477,147
13427,DB01110,3781
13428,DB00898,3763
13429,DB00540,151
13430,DB05223,3066
13431,DB00870,5742
13432,DB01022,2677
13433,DB04216,5292
13434,DB04108,10988
13435,DB00740,6331
13436,DB05767,3553
13437,DB01119,6559
13438,DB03088,280
13439,DB00755,1577
13440,DB01769,1414
13441,DB01194,763
13442,DB00481,2100
13443,DB08907,54600
13444,DB00167,587
13445,DB00134,4144
13446,DB01028,2561
13447,DB00157,35
13448,DB08522,1432
13449,DB04851,340273
13450,DB00244,5742
13451,DB01065,4835
13452,DB00285,6532
13453,DB01197,4313
13454,DB01200,146
13455,DB04844,1813
13456,DB01135,1135
13457,DB02062,4048
13458,DB07328,1803
13459,DB01497,4988
13460,DB01410,2908
13461,DB07872,2159
13462,DB02659,4513
13463,DB08448,1719
13464,DB08865,238
13465,DB05651,3066
13466,DB07855,5569
13467,DB08248,890
13468,DB00735,6713
13469,DB00371,2564
13470,DB00712,54659
13471,DB02659,5319
13472,DB06774,1621
13473,DB08749,23621
13474,DB00420,1132
13475,DB01236,1576
13476,DB00087,1043
13477,DB02515,229
13478,DB00683,2566
13479,DB01259,2064
13480,DB00898,2565
13481,DB00387,1132
13482,DB04967,7150
13483,DB07100,3320
13484,DB00908,1559
13485,DB00171,439
13486,DB03645,2027
13487,DB00583,54677
13488,DB04725,1558
13489,DB00405,3269
13490,DB00142,2903
13491,DB08794,2752
13492,DB01228,6331
13493,DB09039,1565
13494,DB06964,3320
13495,DB00690,2566
13496,DB00402,2561
13497,DB00431,8001
13498,DB00071,4036
13499,DB01174,2904
13500,DB04447,216
13501,DB04010,142
13502,DB00370,148
13503,DB04720,1457
13504,DB00675,5581
13505,DB04141,7388
13506,DB00589,3356
13507,DB04144,4193
13508,DB00374,5739
13509,DB00853,1576
13510,DB01068,2556
13511,DB01033,316
13512,DB00354,3269
13513,DB00398,1557
13514,DB03957,3558
13515,DB01296,1571
13516,DB08897,1129
13517,DB01059,1543
13518,DB01454,6571
13519,DB00785,1128
13520,DB04556,43
13521,DB00087,715
13522,DB00544,1890
13523,DB04920,590
13524,DB03003,2938
13525,DB01141,410
13526,DB00220,100861540
13527,DB00220,1551
13528,DB05109,1571
13529,DB01136,2697
13530,DB00313,6323
13531,DB01151,1544
13532,DB04794,1576
13533,DB08348,165631
13534,DB00157,5162
13535,DB00108,713
13536,DB00909,4129
13537,DB01544,1576
13538,DB04817,5742
13539,DB00133,10558
13540,DB01346,2554
13541,DB01242,1544
13542,DB01422,10988
13543,DB07268,5599
13544,DB07841,9453
13545,DB00157,4710
13546,DB00188,5691
13547,DB00697,11188
13548,DB01621,1544
13549,DB00163,2950
13550,DB04786,23408
13551,DB08388,4322
13552,DB01591,1576
13553,DB05036,10728
13554,DB03602,2938
13555,DB05206,183
13556,DB05822,5742
13557,DB01236,2564
13558,DB01151,1128
13559,DB00232,760
13560,DB08882,1576
13561,DB00463,2566
13562,DB07045,3312
13563,DB00174,79731
13564,DB03685,11157
13565,DB01677,2184
13566,DB00997,1565
13567,DB01045,64816
13568,DB08237,51426
13569,DB01065,3620
13570,DB00454,1576
13571,DB02659,1345
13572,DB00036,3249
13573,DB00370,1559
13574,DB00721,3778
13575,DB03968,5972
13576,DB00126,8985
13577,DB00532,1558
13578,DB03008,4124
13579,DB02358,4522
13580,DB01091,6713
13581,DB07932,10499
13582,DB01992,39
13583,DB00150,7166
13584,DB00363,151
13585,DB03429,291
13586,DB05303,7124
13587,DB04325,5645
13588,DB00201,5137
13589,DB01359,3350
13590,DB00494,1312
13591,DB03401,5333
13592,DB03195,1841
13593,DB00115,326625
13594,DB00701,1576
13595,DB02431,7371
13596,DB01177,1565
13597,DB06882,6714
13598,DB04727,3791
13599,DB01026,1545
13600,DB00285,1557
13601,DB08271,4314
13602,DB01238,3350
13603,DB00404,100861540
13604,DB00404,1551
13605,DB04324,10988
13606,DB00364,2244
13607,DB01412,134
13608,DB07630,2159
13609,DB00368,5053
13610,DB01103,1576
13611,DB03937,2821
13612,DB05099,2243
13613,DB05413,5104
13614,DB02007,3098
13615,DB04395,2932
13616,DB00659,2902
13617,DB01708,116444
13618,DB04662,1017
13619,DB01698,8644
13620,DB04889,4129
13621,DB02424,3320
13622,DB08777,1111
13623,DB00709,5833
13624,DB00641,1577
13625,DB02371,716
13626,DB00145,212
13627,DB06372,3552
13628,DB00349,2561
13629,DB00363,1545
13630,DB00483,43
13631,DB00508,1813
13632,DB00630,5775
13633,DB00143,2678
13634,DB00208,1558
13635,DB00408,3363
13636,DB01115,1559
13637,DB00143,2936
13638,DB00334,1814
13639,DB01059,7153
13640,DB01812,9955
13641,DB08010,5602
13642,DB00201,1558
13643,DB00790,590
13644,DB08889,5698
13645,DB01708,2558
13646,DB01812,6035
13647,DB01221,6869
13648,DB01183,1558
13649,DB04147,5375
13650,DB07036,2100
13651,DB00313,54575
13652,DB00554,5742
13653,DB00402,2560
13654,DB01016,3758
13655,DB04000,2891
13656,DB00157,4708
13657,DB04868,3815
13658,DB03435,2135
13659,DB00157,2819
13660,DB00974,100
13661,DB05374,1956
13662,DB05676,5141
13663,DB00127,4953
13664,DB00007,2798
13665,DB01129,1565
13666,DB07860,5566
13667,DB08422,2147
13668,DB00107,5550
13669,DB00182,6532
13670,DB00875,1644
13671,DB01454,6531
13672,DB00082,1557
13673,DB00745,1576
13674,DB03637,5646
13675,DB01254,5159
13676,DB06697,1557
13677,DB04365,1128
13678,DB00661,1576
13679,DB00945,7157
13680,DB01131,1559
13681,DB02320,5837
13682,DB04977,1576
13683,DB06702,1131
13684,DB06403,1576
13685,DB07542,1509
13686,DB00454,1555
13687,DB00792,1565
13688,DB00277,1576
13689,DB01199,3359
13690,DB00145,2741
13691,DB01544,54659
13692,DB00306,2898
13693,DB00862,8654
13694,DB06694,150
13695,DB07216,2339
13696,DB03182,1431
13697,DB00422,1565
13698,DB07954,5150
13699,DB00120,23428
13700,DB00051,9103
13701,DB04871,1543
13702,DB00761,9990
13703,DB00546,2561
13704,DB04166,259307
13705,DB00157,4718
13706,DB00641,1558
13707,DB00763,1565
13708,DB01595,2568
13709,DB00435,1576
13710,DB00157,4190
13711,DB01269,1956
13712,DB03847,2147
13713,DB05294,7010
13714,DB05749,1588
13715,DB01403,148
13716,DB03573,8722
13717,DB04946,1577
13718,DB00454,4986
13719,DB03175,4069
13720,DB00568,8911
13721,DB05771,3586
13722,DB00908,1576
13723,DB00025,4035
13724,DB04230,1431
13725,DB05046,4988
13726,DB03060,1719
13727,DB01200,152
13728,DB00083,388
13729,DB05041,7378
13730,DB01100,1576
13731,DB01220,8856
13732,DB07968,5836
13733,DB00120,7054
13734,DB00695,6557
13735,DB08877,3716
13736,DB00679,3356
13737,DB01205,2565
13738,DB00087,9103
13739,DB05079,3356
13740,DB00455,1558
13741,DB06823,4353
13742,DB02869,1515
13743,DB08804,4128
13744,DB07626,5328
13745,DB00683,2555
13746,DB07074,2160
13747,DB01167,1543
13748,DB00463,2568
13749,DB06372,3553
13750,DB00193,116443
13751,DB04985,3921
13752,DB01594,2556
13753,DB00429,5731
13754,DB04938,1559
13755,DB00944,43
13756,DB07633,28
13757,DB01409,1128
13758,DB08096,1432
13759,DB06098,7419
13760,DB00148,1158
13761,DB00726,150
13762,DB05029,5321
13763,DB00734,1812
13765,DB00371,2558
13766,DB08899,1576
13767,DB02345,4830
13768,DB01361,64816
13769,DB07077,2160
13770,DB08865,1577
13771,DB00780,4128
13772,DB00081,712
13773,DB06781,2908
13774,DB01012,1565
13775,DB01103,3176
13776,DB08495,2159
13777,DB00471,1576
13778,DB04464,5875
13779,DB00908,3757
13780,DB01038,1812
13781,DB02665,5644
13782,DB01222,1576
13783,DB08607,1558
13784,DB00845,8647
13785,DB06637,1571
13786,DB07751,1017
13787,DB08449,231
13788,DB01238,1813
13789,DB01692,7083
13790,DB01181,1577
13791,DB02482,6300
13792,DB02915,1017
13793,DB08338,1457
13794,DB01189,513
13795,DB00945,5565
13796,DB07448,51056
13797,DB04924,1131
13798,DB01045,8856
13799,DB01229,100861540
13800,DB01229,1551
13801,DB01268,2324
13802,DB05018,2717
13803,DB00599,1571
13804,DB00831,148
13805,DB00603,1576
13806,DB04173,2272
13807,DB04355,2582
13808,DB08848,6540
13809,DB01285,3284
13810,DB04798,2891
13811,DB00098,3683
13812,DB00857,6713
13813,DB00205,1565
13814,DB05487,2099
13815,DB00512,213
13816,DB00801,2560
13817,DB01238,1128
13818,DB01577,152
13819,DB04855,148
13820,DB00548,7299
13821,DB00562,759
13822,DB08901,2263
13823,DB00321,1544
13824,DB02803,5972
13825,DB03865,5644
13826,DB04563,5644
13827,DB08339,25
13828,DB07969,4233
13829,DB00402,2568
13830,DB02049,4322
13831,DB00114,51380
13832,DB00030,5925
13833,DB00467,7153
13834,DB00683,2567
13835,DB01351,2891
13836,DB02379,279
13837,DB01356,3613
13838,DB01586,1646
13839,DB00496,1129
13840,DB01206,81551
13841,DB08930,1576
13842,DB04083,5837
13843,DB01033,3615
13844,DB00628,1576
13845,DB00411,5321
13846,DB01167,1565
13847,DB00139,5351
13848,DB00905,8644
13849,DB00217,155
13850,DB00368,155
13851,DB07498,231
13852,DB00354,1128
13853,DB01960,28960
13854,DB01169,7296
13855,DB00172,5480
13856,DB01588,2567
13857,DB01589,2564
13858,DB01006,1576
13859,DB00892,590
13860,DB00809,1128
13861,DB01098,3156
13862,DB00304,5241
13863,DB01624,148
13864,DB01694,54210
13865,DB06176,1576
13867,DB08561,4322
13868,DB01595,200959
13869,DB00457,90134
13870,DB05766,1128
13871,DB00150,121278
13872,DB00443,1588
13873,DB08346,3326
13874,DB02598,5066
13875,DB04982,2891
13876,DB07284,23621
13877,DB00277,5142
13878,DB00170,1728
13879,DB01029,54659
13880,DB00977,1576
13881,DB05177,4048
13882,DB00195,1544
13883,DB08896,54600
13884,DB00908,1558
13885,DB01363,155
13886,DB00842,2562
13887,DB00418,2905
13888,DB00142,2752
13889,DB00201,5591
13890,DB01488,3356
13891,DB01043,1557
13892,DB01403,1132
13893,DB06876,1111
13894,DB07171,1889
13895,DB00767,1129
13896,DB08453,10975
13897,DB00197,54659
13898,DB01159,2561
13899,DB01026,1559
13900,DB01170,1576
13901,DB03247,645
13902,DB00898,2561
13903,DB00334,3356
13904,DB04083,189
13905,DB08091,1432
13906,DB01175,1576
13907,DB01202,774
13908,DB00338,1544
13909,DB06726,154
13910,DB05324,1956
13911,DB05024,1591
13912,DB00540,1571
13913,DB08061,2147
13914,DB00134,4143
13915,DB07840,2260
13916,DB00313,1576
13917,DB00824,134
13918,DB08565,1504
13919,DB05039,1576
13920,DB00142,6506
13922,DB01050,2169
13923,DB00370,147
13924,DB01169,3551
13925,DB01232,1577
13926,DB01621,1812
13927,DB08893,1565
13928,DB04141,1537
13929,DB08615,43
13930,DB00990,1588
13931,DB00144,5578
13932,DB07465,1803
13933,DB00171,10060
13934,DB02338,10157
13935,DB01142,147
13936,DB04721,1457
13937,DB06268,1910
13938,DB08918,6532
13939,DB03435,51727
13940,DB04217,1491
13941,DB00800,147
13942,DB07509,5468
13943,DB00159,6546
13944,DB01288,153
13945,DB02506,5515
13946,DB00100,2147
13947,DB00425,5742
13948,DB00543,1132
13949,DB07095,5644
13950,DB00703,762
13951,DB00300,4831
13952,DB00300,654364
13953,DB05266,5144
13954,DB08024,1803
13955,DB01589,2567
13956,DB00972,1555
13957,DB00822,1577
13958,DB06712,776
13959,DB04464,1346
13960,DB08909,5406
13961,DB01092,1543
13962,DB00468,1544
13963,DB00114,51540
13964,DB00108,9103
13965,DB00250,5743
13966,DB08930,5452
13967,DB00193,4988
13968,DB00197,1543
13969,DB00291,2950
13970,DB02116,1017
13971,DB08577,2260
13972,DB06148,4986
13973,DB07183,3791
13974,DB01595,2560
13975,DB00546,2565
13976,DB00157,3284
13977,DB00338,1576
13978,DB00116,6472
13979,DB00628,2565
13980,DB01166,1557
13981,DB08896,1557
13982,DB03860,2100
13983,DB00191,4128
13984,DB00683,2554
13985,DB00434,1129
13986,DB00674,1143
13987,DB01133,523
13988,DB01496,2557
13989,DB00032,3973
13990,DB02405,5047
13991,DB00738,1543
13992,DB01219,6261
13994,DB01136,154
13995,DB04920,1571
13996,DB07281,23621
13997,DB01159,3763
13998,DB00081,931
13999,DB00672,5742
14000,DB01959,5144
14001,DB08330,1537
14002,DB00396,5241
14003,DB01558,1576
14004,DB08811,5141
14005,DB01587,706
14006,DB00205,1558
14007,DB04768,27010
14008,DB01045,1571
14009,DB01189,2565
14010,DB01576,134864
14011,DB04630,1585
14012,DB04272,58190
14013,DB01320,1555
14014,DB07143,2147
14015,DB00341,3269
14016,DB01138,4363
14017,DB01392,1814
14018,DB01375,7419
14019,DB06953,100529261
14020,DB06953,2342
14021,DB08734,7298
14022,DB00486,1268
14023,DB00283,3269
14024,DB01132,5468
14025,DB07033,5170
14026,DB04564,3938
14027,DB00408,6532
14028,DB00296,1544
14029,DB03100,4843
14030,DB01812,6783
14031,DB05361,462
14032,DB06981,6500
14033,DB02196,6675
14034,DB07045,573
14035,DB00317,1576
14036,DB01238,3351
14037,DB00775,3674
14038,DB06589,1544
14039,DB04794,1555
14040,DB07920,4321
14041,DB00142,5188
14042,DB01454,6530
14043,DB05458,1137
14044,DB00661,1562
14045,DB06734,523
14046,DB00015,5054
14047,DB01118,1543
14048,DB00568,776
14049,DB00157,3421
14050,DB03183,5144
14051,DB00252,1555
14052,DB01014,5742
14053,DB01558,1544
14054,DB09048,1559
14055,DB00247,3358
14056,DB01559,2564
14057,DB09128,1565
14058,DB02217,56953
14059,DB00616,1636
14060,DB00321,4985
14061,DB00758,1576
14062,DB00320,3357
14063,DB08429,1803
14064,DB07211,2159
14065,DB08762,1357
14066,DB07809,2147
14067,DB05184,6714
14068,DB00675,1577
14069,DB00590,90134
14070,DB00530,54658
14071,DB07531,1017
14072,DB00810,1128
14073,DB00544,5471
14074,DB07195,2099
14075,DB00382,590
14076,DB03477,5743
14077,DB00862,1577
14078,DB00408,3351
14079,DB00160,189
14080,DB00588,100861540
14081,DB00588,1551
14082,DB05014,3791
14083,DB01686,4843
14084,DB01583,1558
14085,DB00920,5141
14086,DB00956,4988
14087,DB04537,7453
14088,DB00949,1557
14089,DB00224,1557
14090,DB00421,785
14091,DB00668,146
14092,DB00951,1557
14093,DB03088,6355
14094,DB03814,56269
14095,DB05777,2147
14096,DB04566,5837
14097,DB01827,3958
14098,DB00459,5915
14099,DB00659,2556
14100,DB00142,2028
14101,DB02833,1017
14102,DB01942,760
14103,DB06738,2904
14104,DB07127,5787
14105,DB00283,1576
14106,DB01388,8911
14107,DB01031,759
14108,DB01268,3815
14109,DB05207,7124
14110,DB06626,1557
14111,DB08742,8648
14112,DB03133,5837
14113,DB00444,1557
14114,DB04315,5868
14115,DB00143,4259
14116,DB00591,5321
14117,DB00072,2214
14118,DB00813,4988
14119,DB08347,153
14120,DB00227,1577
14121,DB00659,2557
14122,DB04147,4779
14123,DB01351,2898
14124,DB04599,3356
14125,DB05162,2740
14126,DB00780,84706
14127,DB00157,1717
14128,DB00280,1128
14129,DB00523,1544
14130,DB00970,7155
14131,DB00925,146
